Town,Year,Variable,Value
Bridgewater,2014,Major Employer 6,
Bridgewater,2014,Major Employer 7,
Bridgewater,2014,Major Employer 8,
Bridgewater,2014,Major Employer 9,
Bridgewater,2014,Major Employer 10,
Bristol,2014,Major Employer 1,ESPN Inc
Bristol,2014,Major Employer 2,Lake Compounce
Bristol,2014,Major Employer 3,Bristol Hospital
Bristol,2014,Major Employer 4,Bristol City Comptroller's Ofc
Bristol,2014,Major Employer 5,Johnson & Johnson
Bristol,2014,Major Employer 6,
Bristol,2014,Major Employer 7,
Bristol,2014,Major Employer 8,
Bristol,2014,Major Employer 9,
Bristol,2014,Major Employer 10,
Brookfield,2014,Major Employer 1,ShopRite Supermarket
Brookfield,2014,Major Employer 2,Costco
Brookfield,2014,Major Employer 3,Kohl's
Brookfield,2014,Major Employer 4,Photronics Inc
Brookfield,2014,Major Employer 5,YMCA
Brookfield,2014,Major Employer 6,
Brookfield,2014,Major Employer 7,
Brookfield,2014,Major Employer 8,
Brookfield,2014,Major Employer 9,
Brookfield,2014,Major Employer 10,
Brooklyn,2014,Major Employer 1,Walmart Supercenter
Brooklyn,2014,Major Employer 2,Pierce Care
Brooklyn,2014,Major Employer 3,Corrections Dept
Brooklyn,2014,Major Employer 4,Brooklyn Middle School
Brooklyn,2014,Major Employer 5,Saveway Gasoline Station
Brooklyn,2014,Major Employer 6,
Brooklyn,2014,Major Employer 7,
Brooklyn,2014,Major Employer 8,
Brooklyn,2014,Major Employer 9,
Brooklyn,2014,Major Employer 10,
Burlington,2014,Major Employer 1,Burlington Mens Club Inc
Burlington,2014,Major Employer 2,Lake Garda Elementary School
Burlington,2014,Major Employer 3,Burlington Volunteer Fire Dept
Burlington,2014,Major Employer 4,Har-Bur Middle School
Burlington,2014,Major Employer 5,Lewis S Mills High School
Burlington,2014,Major Employer 6,
Burlington,2014,Major Employer 7,
Burlington,2014,Major Employer 8,
Burlington,2014,Major Employer 9,
Burlington,2014,Major Employer 10,
Canaan,2014,Major Employer 1,Becton Dickinson & Co
Canaan,2014,Major Employer 2,Geer Nursing & Rehabilitation
Canaan,2014,Major Employer 3,Stop & Shop Supermarket
Canaan,2014,Major Employer 4,Falls Village Fire Dept
Canaan,2014,Major Employer 5,Super Stop & Shop
Canaan,2014,Major Employer 6,
Canaan,2014,Major Employer 7,
Canaan,2014,Major Employer 8,
Canaan,2014,Major Employer 9,
Canaan,2014,Major Employer 10,
Canterbury,2014,Major Employer 1,Dr Helen Baldwin Middle School
Canterbury,2014,Major Employer 2,Willimantic Waste Paper
Canterbury,2014,Major Employer 3,Canterbury Elementary School
Canterbury,2014,Major Employer 4,Better Value Supermarkets
Canterbury,2014,Major Employer 5,Canterbury Volunteer Fire Co
Canterbury,2014,Major Employer 6,
Canterbury,2014,Major Employer 7,
Canterbury,2014,Major Employer 8,
Canterbury,2014,Major Employer 9,
Canterbury,2014,Major Employer 10,
Canton,2014,Major Employer 1,ShopRite Supermarket
Canton,2014,Major Employer 2,Cherry Brook Health Care Ctr
Canton,2014,Major Employer 3,The Arc of the Farmington Valley Inc
Canton,2014,Major Employer 4,Dollar Tree Distribution Ctr
Canton,2014,Major Employer 5,Kohl's
Canton,2014,Major Employer 6,
Canton,2014,Major Employer 7,
Canton,2014,Major Employer 8,
Canton,2014,Major Employer 9,
Canton,2014,Major Employer 10,
Chaplin,2014,Major Employer 1,Parish Hill High School
Chaplin,2014,Major Employer 2,Chaplin Elementary School
Chaplin,2014,Major Employer 3,Eden Camp & Retreat Ctr
Chaplin,2014,Major Employer 4,Orlando Excavations Inc
Chaplin,2014,Major Employer 5,H & S Carpet Cleaning
Chaplin,2014,Major Employer 6,
Chaplin,2014,Major Employer 7,
Chaplin,2014,Major Employer 8,
Chaplin,2014,Major Employer 9,
Chaplin,2014,Major Employer 10,
Cheshire,2014,Major Employer 1,Bozzuto's Inc
Cheshire,2014,Major Employer 2,Corrections Department
Cheshire,2014,Major Employer 3,Cox Communications
Cheshire,2014,Major Employer 4,Macy's Logistics & Operations
Cheshire,2014,Major Employer 5,UTC Aerospace Systems
Cheshire,2014,Major Employer 6,
Cheshire,2014,Major Employer 7,
Cheshire,2014,Major Employer 8,
Cheshire,2014,Major Employer 9,
Cheshire,2014,Major Employer 10,
Chester,2014,Major Employer 1,Greenwald Industries
Chester,2014,Major Employer 2,Norma Terris Theatre
Chester,2014,Major Employer 3,Roto Frank of America Inc
Chester,2014,Major Employer 4,Whelen Engineering Co Inc
Chester,2014,Major Employer 5,YMCA
Chester,2014,Major Employer 6,
Chester,2014,Major Employer 7,
Chester,2014,Major Employer 8,
Chester,2014,Major Employer 9,
Chester,2014,Major Employer 10,
Clinton,2014,Major Employer 1,Unilever Home & Personal Care
Clinton,2014,Major Employer 2,Super Stop & Shop
Clinton,2014,Major Employer 3,Shop Rite Supermarket
Clinton,2014,Major Employer 4,Joel School
Clinton,2014,Major Employer 5,Monroe Staffing Svc
Clinton,2014,Major Employer 6,
Clinton,2014,Major Employer 7,
Clinton,2014,Major Employer 8,
Clinton,2014,Major Employer 9,
Clinton,2014,Major Employer 10,
Colchester,2014,Major Employer 1,S & S Arts & Crafts & Factory
Colchester,2014,Major Employer 2,Super Stop & Shop
Colchester,2014,Major Employer 3,Caring Community
Colchester,2014,Major Employer 4,Harrington Court
Colchester,2014,Major Employer 5,Bacon Academy School
Colchester,2014,Major Employer 6,
Colchester,2014,Major Employer 7,
Colchester,2014,Major Employer 8,
Colchester,2014,Major Employer 9,
Colchester,2014,Major Employer 10,
Colebrook,2014,Major Employer 1,YMCA
Colebrook,2014,Major Employer 2,Colebrook Fire House
Colebrook,2014,Major Employer 3,Colebrook Dispatch Ctr
Colebrook,2014,Major Employer 4,US Army Corps of Engineers
Colebrook,2014,Major Employer 5,Nature's Classroom
Colebrook,2014,Major Employer 6,
Colebrook,2014,Major Employer 7,
Colebrook,2014,Major Employer 8,
Colebrook,2014,Major Employer 9,
Colebrook,2014,Major Employer 10,
Columbia,2014,Major Employer 1,Gates Automotive Group
Columbia,2014,Major Employer 2,Columbia Manufacturing Inc
Columbia,2014,Major Employer 3,Columbia Superintendent-School
Columbia,2014,Major Employer 4,Horace W Porter School
Columbia,2014,Major Employer 5,Columbia Ford Inc
Columbia,2014,Major Employer 6,
Columbia,2014,Major Employer 7,
Columbia,2014,Major Employer 8,
Columbia,2014,Major Employer 9,
Columbia,2014,Major Employer 10,
Cornwall,2014,Major Employer 1,Mohawk Learning Ctr
Cornwall,2014,Major Employer 2,Mohawk Mt Ski Area
Cornwall,2014,Major Employer 3,West Cornwall Fire Dept
Cornwall,2014,Major Employer 4,Cornwall Consolidated School
Cornwall,2014,Major Employer 5,Wandering Moose Cafe & Ctrng
Cornwall,2014,Major Employer 6,
Cornwall,2014,Major Employer 7,
Cornwall,2014,Major Employer 8,
Cornwall,2014,Major Employer 9,
Cornwall,2014,Major Employer 10,
Coventry,2014,Major Employer 1,East of River Veterinary Emerg
Coventry,2014,Major Employer 2,Captain Nathan Hale Middle
Coventry,2014,Major Employer 3,Coventry High School
Coventry,2014,Major Employer 4,George Hersey Robertson School
Coventry,2014,Major Employer 5,Highland Park Market
Coventry,2014,Major Employer 6,
Coventry,2014,Major Employer 7,
Coventry,2014,Major Employer 8,
Coventry,2014,Major Employer 9,
Coventry,2014,Major Employer 10,
Cromwell,2014,Major Employer 1,Super Stop & Shop
Cromwell,2014,Major Employer 2,Walmart
Cromwell,2014,Major Employer 3,Covenant Village of Cromwell
Cromwell,2014,Major Employer 4,Aurora Senior Living-Cromwell
Cromwell,2014,Major Employer 5,Pilgrim Manor Care Ctr
Cromwell,2014,Major Employer 6,
Cromwell,2014,Major Employer 7,
Cromwell,2014,Major Employer 8,
Cromwell,2014,Major Employer 9,
Cromwell,2014,Major Employer 10,
Danbury,2014,Major Employer 1,Danbury Hospital
Danbury,2014,Major Employer 2,William Raveis Real Estate
Danbury,2014,Major Employer 3,Pitney Bowes Document Mssgng
Danbury,2014,Major Employer 4,Western Connecticut State Univ
Danbury,2014,Major Employer 5,Scholastic Corp
Danbury,2014,Major Employer 6,
Danbury,2014,Major Employer 7,
Danbury,2014,Major Employer 8,
Danbury,2014,Major Employer 9,
Danbury,2014,Major Employer 10,
Darien,2014,Major Employer 1,Darien Office Ctr
Darien,2014,Major Employer 2,YMCA
Darien,2014,Major Employer 3,Middlesex Middle School
Darien,2014,Major Employer 4,Super Stop & Shop
Darien,2014,Major Employer 5,Woodway Country Club
Darien,2014,Major Employer 6,
Darien,2014,Major Employer 7,
Darien,2014,Major Employer 8,
Darien,2014,Major Employer 9,
Darien,2014,Major Employer 10,
Deep River,2014,Major Employer 1,Tri Town Precision Plastics
Deep River,2014,Major Employer 2,Silgan Plastics Corp
Deep River,2014,Major Employer 3,Deep River Elementary School
Deep River,2014,Major Employer 4,Adam's Super Food Stores
Deep River,2014,Major Employer 5,Valley Regional High School
Deep River,2014,Major Employer 6,
Deep River,2014,Major Employer 7,
Deep River,2014,Major Employer 8,
Deep River,2014,Major Employer 9,
Deep River,2014,Major Employer 10,
Derby,2014,Major Employer 1,United Healthcare
Derby,2014,Major Employer 2,Childbirth Center at Griffin
Derby,2014,Major Employer 3,Walmart
Derby,2014,Major Employer 4,Home Depot
Derby,2014,Major Employer 5,Shop Rite Supermarket
Derby,2014,Major Employer 6,
Derby,2014,Major Employer 7,
Derby,2014,Major Employer 8,
Derby,2014,Major Employer 9,
Derby,2014,Major Employer 10,
Durham,2014,Major Employer 1,Coginchaug Regional High School
Durham,2014,Major Employer 2,Morgan Am&T
Durham,2014,Major Employer 3,New Haven Raccoon Hunters Club
Durham,2014,Major Employer 4,Durham Manufacturing Co
Durham,2014,Major Employer 5,Hobson Motzer Inc
Durham,2014,Major Employer 6,
Durham,2014,Major Employer 7,
Durham,2014,Major Employer 8,
Durham,2014,Major Employer 9,
Durham,2014,Major Employer 10,
East Granby,2014,Major Employer 1,Air National Guard
East Granby,2014,Major Employer 2,Rockbestos-Suprenant Cable
East Granby,2014,Major Employer 3,RSCC Wire & Cable Llc
East Granby,2014,Major Employer 4,Imperial Nurseries Inc
East Granby,2014,Major Employer 5,Delta Industries Inc
East Granby,2014,Major Employer 6,
East Granby,2014,Major Employer 7,
East Granby,2014,Major Employer 8,
East Granby,2014,Major Employer 9,
East Granby,2014,Major Employer 10,
East Haddam,2014,Major Employer 1,Chestelm Health & Rehab
East Haddam,2014,Major Employer 2,Goodspeed Opera House
East Haddam,2014,Major Employer 3,Nathan Hale Ray Middle School
East Haddam,2014,Major Employer 4,Hale-Ray High School
East Haddam,2014,Major Employer 5,Shagbark True Value
East Haddam,2014,Major Employer 6,
East Haddam,2014,Major Employer 7,
East Haddam,2014,Major Employer 8,
East Haddam,2014,Major Employer 9,
East Haddam,2014,Major Employer 10,
East Hampton,2014,Major Employer 1,Super Stop & Shop
East Hampton,2014,Major Employer 2,Nichols Business Svc Inc
East Hampton,2014,Major Employer 3,Dickinson Brands Inc
East Hampton,2014,Major Employer 4,American Distilling & Mfg Co
East Hampton,2014,Major Employer 5,America Extract Corp
East Hampton,2014,Major Employer 6,
East Hampton,2014,Major Employer 7,
East Hampton,2014,Major Employer 8,
East Hampton,2014,Major Employer 9,
East Hampton,2014,Major Employer 10,
East Hartford,2014,Major Employer 1,Pratt & Whitney
East Hartford,2014,Major Employer 2,Fremont Riverview Llc
East Hartford,2014,Major Employer 3,DTZ
East Hartford,2014,Major Employer 4,Goodwin College
East Hartford,2014,Major Employer 5,Clearwater Paper Corp
East Hartford,2014,Major Employer 6,
East Hartford,2014,Major Employer 7,
East Hartford,2014,Major Employer 8,
East Hartford,2014,Major Employer 9,
East Hartford,2014,Major Employer 10,
East Haven,2014,Major Employer 1,East Haven Builders Supply Inc
East Haven,2014,Major Employer 2,Stop & Shop Supermarket
East Haven,2014,Major Employer 3,Simkins Industries Inc
East Haven,2014,Major Employer 4,Apple Rehab Laurel Woods
East Haven,2014,Major Employer 5,Talmadge Park Health Care
East Haven,2014,Major Employer 6,
East Haven,2014,Major Employer 7,
East Haven,2014,Major Employer 8,
East Haven,2014,Major Employer 9,
East Haven,2014,Major Employer 10,
East Lyme,2014,Major Employer 1,York Correctional Institution
East Lyme,2014,Major Employer 2,Corrections Dept (N Bridebrook)
East Lyme,2014,Major Employer 3,Corrections Dept (W Main)
East Lyme,2014,Major Employer 4,Bride Brook Health & Rehab Ctr
East Lyme,2014,Major Employer 5,Super Stop & Shop
East Lyme,2014,Major Employer 6,
East Lyme,2014,Major Employer 7,
East Lyme,2014,Major Employer 8,
East Lyme,2014,Major Employer 9,
East Lyme,2014,Major Employer 10,
East Windsor,2014,Major Employer 1,Southern Auto Sales Inc
East Windsor,2014,Major Employer 2,Mulnite Farms Inc
East Windsor,2014,Major Employer 3,Walmart
East Windsor,2014,Major Employer 4,Metal Improvement
East Windsor,2014,Major Employer 5,Kettle Brook Care Ctr Llc
East Windsor,2014,Major Employer 6,
East Windsor,2014,Major Employer 7,
East Windsor,2014,Major Employer 8,
East Windsor,2014,Major Employer 9,
East Windsor,2014,Major Employer 10,
Eastford,2014,Major Employer 1,Whitcraft Group
Eastford,2014,Major Employer 2,Eastford Elementary School
Eastford,2014,Major Employer 3,Rukstela Charter Svc
Eastford,2014,Major Employer 4,Eastford Building Supply
Eastford,2014,Major Employer 5,Eastford Truck Sales
Eastford,2014,Major Employer 6,
Eastford,2014,Major Employer 7,
Eastford,2014,Major Employer 8,
Eastford,2014,Major Employer 9,
Eastford,2014,Major Employer 10,
Easton,2014,Major Employer 1,Michelle Connor-Prime Lending
Easton,2014,Major Employer 2,Samuel Staples Elementary Schl
Easton,2014,Major Employer 3,Helen Keller Middle School
Easton,2014,Major Employer 4,Connecticut Golf Club
Easton,2014,Major Employer 5,Easton Garden Club Inc
Easton,2014,Major Employer 6,
Easton,2014,Major Employer 7,
Easton,2014,Major Employer 8,
Easton,2014,Major Employer 9,
Easton,2014,Major Employer 10,
Ellington,2014,Major Employer 1,Country Pure Foods Inc
Ellington,2014,Major Employer 2,Big Y World Class Market
Ellington,2014,Major Employer 3,Ellington High School
Ellington,2014,Major Employer 4,Windemere School
Ellington,2014,Major Employer 5,Bestech Inc of Connecticut
Ellington,2014,Major Employer 6,
Ellington,2014,Major Employer 7,
Ellington,2014,Major Employer 8,
Ellington,2014,Major Employer 9,
Ellington,2014,Major Employer 10,
Enfield,2014,Major Employer 1,MassMutual
Enfield,2014,Major Employer 2,Lego Systems Inc
Enfield,2014,Major Employer 3,Hallmark Cards Distribution Ctr
Enfield,2014,Major Employer 4,Brooks Brothers Group
Enfield,2014,Major Employer 5,New Brunswick Scientific Co
Enfield,2014,Major Employer 6,
Enfield,2014,Major Employer 7,
Enfield,2014,Major Employer 8,
Enfield,2014,Major Employer 9,
Enfield,2014,Major Employer 10,
Essex,2014,Major Employer 1,Essex Meadows Lifecare
Essex,2014,Major Employer 2,Underwater Construction
Essex,2014,Major Employer 3,Griswold Inn
Essex,2014,Major Employer 4,Valley Railroad Co
Essex,2014,Major Employer 5,Shoreline Medical Ctr-Rdlgy
Essex,2014,Major Employer 6,
Essex,2014,Major Employer 7,
Essex,2014,Major Employer 8,
Essex,2014,Major Employer 9,
Essex,2014,Major Employer 10,
Fairfield,2014,Major Employer 1,Fairfield Public Schools
Fairfield,2014,Major Employer 2,General Electric Capital Corp
Fairfield,2014,Major Employer 3,Sacred Heart University
Fairfield,2014,Major Employer 4,Fairfield University
Fairfield,2014,Major Employer 5,Post-Acute Rehabilitation Unit
Fairfield,2014,Major Employer 6,
Fairfield,2014,Major Employer 7,
Fairfield,2014,Major Employer 8,
Fairfield,2014,Major Employer 9,
Fairfield,2014,Major Employer 10,
Farmington,2014,Major Employer 1,Uconn Health Ctr
Farmington,2014,Major Employer 2,The Hartford
Farmington,2014,Major Employer 3,Otis Elevator Co
Farmington,2014,Major Employer 4,ConnectiCare Inc
Farmington,2014,Major Employer 5,Trumpf Inc
Farmington,2014,Major Employer 6,
Farmington,2014,Major Employer 7,
Farmington,2014,Major Employer 8,
Farmington,2014,Major Employer 9,
Farmington,2014,Major Employer 10,
Franklin,2014,Major Employer 1,Moark Egg
Franklin,2014,Major Employer 2,Backus Hospital
Franklin,2014,Major Employer 3,Plant Group Inc
Franklin,2014,Major Employer 4,Norwich Orthopedic Group
Franklin,2014,Major Employer 5,Sterling Superior
Franklin,2014,Major Employer 6,
Franklin,2014,Major Employer 7,
Franklin,2014,Major Employer 8,
Franklin,2014,Major Employer 9,
Franklin,2014,Major Employer 10,
Glastonbury,2014,Major Employer 1,Healthtrax Inc
Glastonbury,2014,Major Employer 2,Glastonbury Town Hall
Glastonbury,2014,Major Employer 3,Open Solutions Inc
Glastonbury,2014,Major Employer 4,Glastonbury High School
Glastonbury,2014,Major Employer 5,Alcohol & Drug Rehab
Glastonbury,2014,Major Employer 6,
Glastonbury,2014,Major Employer 7,
Glastonbury,2014,Major Employer 8,
Glastonbury,2014,Major Employer 9,
Glastonbury,2014,Major Employer 10,
Goshen,2014,Major Employer 1,City Leasing Co
Goshen,2014,Major Employer 2,Goshen Oil Co Inc
Goshen,2014,Major Employer 3,Torrington Country Club
Goshen,2014,Major Employer 4,Country Club of Torrington
Goshen,2014,Major Employer 5,Goshen Center School
Goshen,2014,Major Employer 6,
Goshen,2014,Major Employer 7,
Goshen,2014,Major Employer 8,
Goshen,2014,Major Employer 9,
Goshen,2014,Major Employer 10,
Granby,2014,Major Employer 1,Meadow Brook of Granby
Granby,2014,Major Employer 2,Super Stop & Shop
Granby,2014,Major Employer 3,Geissler's Supermarket
Granby,2014,Major Employer 4,Granby Memorial High School
Granby,2014,Major Employer 5,Salmon Brook Veterinary Hosp
Granby,2014,Major Employer 6,
Granby,2014,Major Employer 7,
Granby,2014,Major Employer 8,
Granby,2014,Major Employer 9,
Granby,2014,Major Employer 10,
Greenwich,2014,Major Employer 1,Ceci Brothers Inc
Greenwich,2014,Major Employer 2,Greenwich Hospital
Greenwich,2014,Major Employer 3,NTC Group
Greenwich,2014,Major Employer 4,Bimbo Bakeries USA
Greenwich,2014,Major Employer 5,Interactive Brokers Group Inc
Greenwich,2014,Major Employer 6,
Greenwich,2014,Major Employer 7,
Greenwich,2014,Major Employer 8,
Greenwich,2014,Major Employer 9,
Greenwich,2014,Major Employer 10,
Griswold,2014,Major Employer 1,Target
Griswold,2014,Major Employer 2,Griswold Elementary School
Griswold,2014,Major Employer 3,Lowe's Home Improvement
Griswold,2014,Major Employer 4,Griswold High School
Griswold,2014,Major Employer 5,Griswold Middle School
Griswold,2014,Major Employer 6,
Griswold,2014,Major Employer 7,
Griswold,2014,Major Employer 8,
Griswold,2014,Major Employer 9,
Griswold,2014,Major Employer 10,
